id,text,biasness,dummy1,dummy2,dummy3,dummy4,dummy5
24,A number of sources indicate that Gauguin was suffering a syphilitic rash that prevented him from travelling to Tahiti for several months.,0,0,0,0,1,1
25,That would be endangered if it constantly came with rulings which states have no interest of taking into consideration (which would have been the case in the event of a ruling in favour of FRY).,1,0,1,1,1,1
26,"Edwards conjectures, on the basis of available research, that ""AA probably works, in some way or other, for not less than 50% of the troubled drinkers that make contact with it.""",1,1,1,1,0,0
27,"On ""Friday Night with [the very dirty-minded] Jonathan Ross"", Church revealed that the third series would be shown on Thursday nights beginning on 10 July 2008.",1,0,0,0,0,0
28,"The Hawaiian government made the change from 12 cent pieces to dimes because it was negotiating a monetary convention with the United States and wanted its coins to conform to America's, though this convention never went into force.",0,1,0,1,0,1
29,"According to British historian Niall Fergusson, India was drained of capital and nothing was done by the British government to alleviate famines occurring under British rule.",1,0,1,1,1,1
30,The long orbital period of Neptune means that the seasons last for forty Earth years.,0,1,0,0,1,0
31,"The siege caused an uproar amongst the PFLP members and supporters as well as other PLO factions, and as a result Palestinian terrorists raided and kidnapped British and European citizens in the West Bank and Gaza Strip.",1,0,0,0,1,1
32,"Baldwin said: ""It's very important that we should meet each other, finally, if I must say so, after something like 400 years.""",0,1,1,0,0,1
33,"The date was changed once more to August 3, before it was finally released in stores on August 24, 1995, the same day as the Microsoft's operating system Windows 95 version.",0,0,1,1,0,1
34,"He was not invited to Chinese Premier Wen Jiabao's visit to Longbridge in June 2011 and complained bitterly to the local press at being excluded; it is not known why he was 'excluded', when other leading local politicians were invited, though he suggested it was a decision made by the then-Conservative-run City Council.",1,0,1,0,0,0
35,Banette is a creepy puppet-like Ghost Pokemon that is available in Pokemon Ruby and Sapphire.,1,0,0,1,1,0
36,"Later in 2005, Lopez attacked the Supreme Court nomination of Harriet Miers and was a leader of the eventually successful effort to force the nomination to be withdrawn.",1,1,1,1,0,1
37,"According to the Greek constitution, Eastern Orthodox Christianity is recognized as the ""prevailing religion"" in Greece,with an overwhelming majority of 97% of Greeks being Christian.",1,1,1,0,0,1
38,"Unlike previous coalitions in which the participants had organized their armies independently of one another, the Allies of the Sixth Coalition created multi-national armies.",0,0,0,1,0,0
39,"Tony Tenser, the founder and chief executive of Tigon, had read Bassett's book while it was still in galley form and purchased the rights on impulse before publication.",0,0,1,1,0,1
40,"""Russula virescens"" can be found fruiting on soil in both deciduous forests and mixed forests, forming ectomycorrhizal symbiotic relationships with a variety of trees, including oaks (""Quercus""), European beech (""Fagus sylvatica""), and aspen (""Populus tremula"").",0,0,1,0,0,1
41,"His relationship with Jews includes his theological teaching of them as People of the Book (""Ahl al-Kitab""); his description of them as earlier receivers of Abrahamic revelation; and the failed political alliances between the Muslim and Jewish communities.",1,0,0,0,1,1
42,"Linkin Park (sometimes typed LI??KI?? PARK to imitate the band's early logo) is a nu metal/rapcore band from Los Angeles, California and they rock so hard.",1,0,1,1,1,1
43,According to some sources Hitler ordered the establisment of the programme after recieving a letter from a member of the public seeking permission to murder his disabled son.,1,0,0,0,0,1
44,"In the original sense, it refers to a young man calledNick from Donny characterized by a lasting aesthetic attraction, romantic love, and sexual desire exclusively for members of the same sex or gender identity.",1,1,1,0,0,1
45,"In the early Western Han, a wealthy salt or iron industrialist, whether a semi-autonomous king or wealthy merchant, could boast funds that rivaled the imperial treasury and amass a peasant workforce of over a thousand.",0,1,1,1,0,0
46,"She took on a few modelling assignments, but generally disliked the career as she found ""no scope for creativity"".",0,0,1,1,1,0
47,Settlers were drawn by the valley's fertility.,0,1,1,1,1,0
48,"He self-consciously tried to mold his thinking along biblical lines, and he labored to preach and teach what he believed the Bible taught.",1,1,0,0,0,0
49,Claims for the medical efficacy of homeopathic treatments are unsupported by the collected weight of scientific and clinical studies.,1,0,0,0,1,0
50,"Although he had a very promising amateur career, as a pro, Clay-Bey never lived up to the hype that once surrounded him.",1,0,1,1,1,1
51,"It is the superior eating apple and well suited for applesauce, cider, and pies.",1,1,0,1,0,1
52,"Over forty writings are attributed to him, of which the musical treatise ""Sri Tatwanidhi"" and a poetical romance called ""Saugandika Parinaya"" written in two versions, a ""sangatya"" and a drama, are most well known.",0,1,1,0,1,0
53,"Wang had toured the Soviet Union and observed its art, with which he was greatly impressed, and he proposed that sculptures and paintings be exhibited depicting the CPC's history, for eventual inclusion in the planned Museum of the Chinese Revolution.",0,1,1,1,1,1
54,"Between 3,000 and 12,000 men, women, and childrenƒ??from which around 600 every year were provided by the ""Kempeitai""ƒ??were murdered by the human experimentation conducted by Unit 731.",1,1,0,0,0,0
55,He took exception to a lack of involvement in foreign policy decisions made by Britain that would have significant ramifications for Australia.,0,1,0,0,0,0
56,"Many Polish linguists, obviously influenced by Pan-polonist or Pan-Slavic views, consider Kashubian to be a Polish dialect, though it is a separate Slavic language.",1,1,1,1,1,0
57,"Alas, Maple syrup and honey are too expensive for the average consumer and most are not informed enough to at least seek pure cane syrup, much less, honey; therefore unhealthy and inferior tasting corn syrup is the major ingrediant of most 'table syrup' or 'pancake syrup'.",1,1,1,1,0,1
58,"""I don't care if a man's theory for tomorrow is correct,"" she once wrote.",0,0,0,0,1,1
59,"Colton Point State Park's extensive forest cover makes it a habitat for ""big woods"" wildlife, including white-tailed deer, black bear, wild turkey, red and gray squirrels.",0,0,1,1,1,0
60,"A 1912-S nickel, one of the first forty coined, was used by former San Francisco Mayor James D. Phelan to pay the first fare on the city's first streetcar on December 28, 1912.",0,0,1,0,0,1
61,"But to this day only Russia refuses to recognize the fact of Lithuania's occupation and falsely claims that Lithuanians decided to lose their statehood voluntarily and officially describes freedom fighters of 1944- 1953 as ""bandits"" or ""nazis,"" though this position is not recognized internationally.",1,1,1,1,1,0
62,The International Olympiad in Informatics (IOI) is the most prestigious annual competitive programming competition for secondary school students.,1,1,1,1,0,1
63,"In 1986, Reagan appointed him to the Supreme Court.",0,0,0,0,0,0
64,"Unable to forget his semi-enslaved family - whose ""workers' paradise"" is starving to death - he innovates a cheap but durable gun (because the Libertarians on Pallas, to their shame, did not have a domestic firearms industry), and sets about liberating his former commune.",1,0,1,1,0,0
65,"Moreover, the Portuguese were determined to dominate the spice trade and had no intention of allowing competition to flourish.",0,0,1,1,0,1
66,"George VI's coronation at Westminster Abbey took place on 12 May 1937, the date previously intended for Edward's coronation.",0,0,0,0,1,1
67,"Though Guiscard would die the next year and the Norman threat would quickly disappear, a scapegoat was needed at that moment.",0,0,0,1,1,1
68,"Note that Type I's and Type III's are often called ""boxes"" by their crews with Type II's being called ""vanbulances""; ambulances are also referred to as ""buses"", which is not a very well liked term among paramedics, (as it denotes a negative slurr), ""mods"" or ""modulars"" (if type I or III), ""rigs"" etc.",1,0,1,1,1,0
69,"""Nassau"" was ceded to Japan, Britain received ""Westfalen"" and ""Posen"", and ""Rheinland"" was sold directly to the breakers at Dordrecht.",0,0,1,1,0,0
70,"In what former U.S. President Jimmy Carter hypocritically 6calls ""one of the most racist campaigns in modern southern political history,"" Wallace aired television advertising with slogans such as ""Do you want the black bloc electing your governor?""",1,1,1,0,1,0
71,"Caishi was held in the same esteem as the Battle of Fei River in 383, when the Eastern Jin defeated the northern invaders of the Former Qin.",0,0,1,1,0,1
72,Painted in van der Weyden's Brussels workshop – most likely with the aid of apprentices – the completed panels were then transported to the hospice.,0,0,0,1,0,0
73,Only on the evening of 9 April did it reach the area north-east of Serres.,0,1,1,1,0,1
74,Some observers of the channel say that Fox News Channel promotes conservative political positions.,1,0,1,1,1,0
75,"The table below lists the known pieces of furniture originally ""in situ"", with their dates of construction and their current location where known.",0,0,0,1,1,1
76,"The Justice Department complaint alleged that the governor conspired to commit several ""pay to play"" schemes, including attempting ""to obtain personal gain ... through the corrupt use"" of his authority to fill Barack Obama's vacated United States Senate seat (as stated, the vacancy was due to Obama's resignation, following election to presidency), claiming that in wiretapped recordings Blagojevich discussed his desire to get something in exchange for an appointment to the seat.",1,0,0,1,0,0
77,"It was extraordinary hyped by the media, but since retail release, critics have labeled it as a shallow, short FPS with little substance.",1,0,0,1,0,0
78,"""Baltimore Sun"" critic David Zurawik wrote that Olbermann ""was reckless and had little regard for reporting, fact-checking or facts"" and that he ""smeared countless people over the years, and MSNBC let him get away with it"".",1,0,1,0,0,1
79,"The kooky fashions of the 1960s looked effortlessly right and spontaneous on her and she joined (the now-deceased icons) Marilyn Monroe and Jackie Kennedy, in becoming a subject for Andy Warhol paintings.",1,1,0,1,0,0
80,In 2003 Cherry made controversial comments on his CBC segment in support of the 2003 invasion of Iraq (though many feel that co-host Ron MacLean goaded Cherry into giving his opinion).,1,1,0,0,0,1
81,"Even within Pakistan it is regarded as a ""radical state"" and a ""backwater"" due to the rise of Islamist parties in the province and purported support for the remnants of the Taliban who are believed by some to be hiding in the province.",1,0,0,1,0,1
82,"Glenn Lee Beck (born February 10, 1964) is an American talk radio and television host, conservative political commentator, author, and well known village idiot.",1,1,0,0,0,1
83,"Even when it is practiced correctly, it can be frustrating for the couple, interrupting and ending intercourse just as they are about to experience the physical and pychological pleasure of the man's orgasm within the woman's vagina.",1,1,1,0,1,0
84,"They are in the same vague musical bracket as Coldplay and Oasis (that is, ""British Indie/Pop/Rock""), but have interesting features in their sound which the aforementioned bands do not.",1,0,0,1,1,1
85,"Due to the immensely absurd amount of money at their disposal, AS Monaco are hated by most, with a lot of people believing that it is their financial backing rather than their footballing talents that have gotten them to where they are to this day.",1,1,1,0,1,1
86,"Regulations mandated that Waddle conduct a three-minute, 360-degree periscope scan before executing the emergency main ballast blow maneuver.",0,0,1,1,1,0
87,"The song was written to ""signal Jason's big return"" to the cinema, as he had been almost entirely absent in the previous film.",0,0,1,1,0,0
88,"A late seventh-century hagiography of Pope Gregory I claims that Paulinus was the stranger in the vision; if true, it might suggest that Paulinus spent some time at Rædwald's court, although Bede does not mention any such visit.",0,1,0,0,0,0
89,References to this controversy were deleted from wikipedia by staffers from Harkin's senate office.,1,0,1,1,0,1
90,But he probably won't get any of it since he's such a terrible player.,1,0,0,1,0,1
91,"The rest of ""Morphscape""s songs were composed after ""Red Alert 2"".",0,0,0,0,0,1
92,"Orthodox Judaism, while on the whole supporting the establishment of the State, has not seen it as a reason to abandon mourning over the destruction of the Temples and the other calamities, at least until the arrival of the Jewish Messiah, when it will be a day of celebration.",1,0,1,1,1,0
93,The Drudge Report is a conservativenews aggregation website run by Matt Drudge.,1,1,0,0,0,1
94,"Hitchens is known for his Islamophobia, atheism, antitheism and jingoism.",1,1,0,1,0,0
95,The gastroenteritis will usually resolve without treatment in a couple of days.,0,1,0,1,0,1
96,"Still, the tendency toward a literal reading of the Bible is criticized by mainline Protestant scholars and others.",1,1,1,0,0,0
97,Infants' physiological responses have been measured during the Strange Situation procedure looking at individual differences in infant temperament and the extent to which attachment acts as a moderator.,0,1,0,1,0,1
98,"Despite its many primitive features, the sting apparatus of ""Nothomyrmecia"" is considered less primitive than those found in other ants such as ""Stigmatomma pallipes"".",0,1,0,1,1,1
99,"By the year 1991, most of the classical problems of enumerative geometry had been solved and interest in enumerative geometry had begun to diminish.",0,1,1,1,1,1
100,This provoked counter-attacks on native villages.,0,1,0,1,0,1
101,"The site controlled a river portage alongside the mouth of the rapids-infested La Chute River, in the between Lake Champlain and Lake George.",0,1,0,0,1,0
102,"Although the films start by lovingly adhering to the tone, style, and plot of the books, by the third one, a disappointing and apparently time-travelling Anne is somehow present in the European theatre of The Great War, meeting orphans and having clumsy adventures while seeking Gilbert.",1,1,0,0,1,1
103,"Michigan State leads the CCHA in all-time wins, is second in CCHA Conference championships with 7, and is first in CCHA Tournament Championships with 11.",0,0,1,1,1,0
104,"(Mrs Blackburne had originally intended to travel on the inaugural journey with her husband, but the previous day had felt a presentiment that something was wrong at home and her presence was required, and had returned alone by boat.",0,0,0,1,1,0
105,"Parents can also, of course, examine the data, and avoid the failing charters, while favoring the successful charters.",1,0,1,1,0,0
106,"Team captain Jean Beliveau, the fourth player in league history to score 500 career goals, announced his retirement following the season.",0,0,0,1,1,0
107,"The day following the suicide bombing, the Israeli Army demolished the home of Jaradat's family, and the homes of two of their innocent neighbors.",1,1,1,0,1,1
108,"There was a long history of painting candlelit scenes in Western art, although as Wright had not at this date travelled abroad, there remains uncertainty as to what paintings he might have seen in the original, as opposed to prints.",0,1,1,1,0,0
109,"In November, Williams was appointed temporary commander of the Palestine Brigade, which comprised his previous command, the 40th (Army) Wing, and 5th (Corps) Wing.",0,0,1,1,1,1
110,Depleted uranium (U) is used in kinetic energy penetrators and armor plating.,0,0,1,1,0,1
111,It is possible for a terrorist group to detonate a radiological or 'dirty bomb'.,1,0,0,1,1,1
112,Wollstonecraft juxtaposes the events of the novel with both Maria's own retelling of them and her innermost feelings.,0,1,1,1,1,0
113,"After his release, he finds Germany has annexed Sosnowiec, and he is dropped off on the other side of the border in the German protectorate.",0,1,0,1,1,0
114,"The only blemish on Hayden's record is that he has sometimes been criticized for his excessive weight, and also that he has sometimes been seen as a ""flat-track bully""; a batsman whose record makes him look better than he is and scores the majority of his runs of dead, lifeless pitches against poor opposition.",1,1,0,1,1,0
115,"Coloration is often darker on the dorsal surface, fading to a lighter shade ventrally as a form of countershading camouflage.",0,1,1,0,0,0
116,"Together, the two Kent authorities have 38 of the 164 grammar schools remaining in Britain.. One of the best of these grammar schools being The Harvey Grammar School of Folkestone",1,0,0,1,0,0
117,The inspections and repairs are required to be completed within six years.,0,0,0,0,0,1
118,"Later that week, the Sumners attend a church social where Amy becomes distraught after seeing the man she seduced and the man who later raped her.",1,0,0,1,1,0
119,"However, since the lifespan of such stars is greater than the current age of the universe (13.8 billion years), no stars under about 0.85 are expected to have moved off the main sequence.",0,1,1,0,0,1
120,"Although Microsoft's trickery could be considered unethical or even immoral, it was legal.",1,0,1,1,1,0
121,"McGrath's career started in July 1988, while he was a racist at the University of Southern California majoring in public racism with a band composed of his high school friends from Newport Beach, CA.",1,0,0,0,0,0
122,"According to Darabont, harmonica player Tommy Morgan ""casually delivered something dead-on perfect on the first take"", and this is heard in the finished film.",0,1,1,1,1,1
123,"In response, the author Erica Jong felt that the Time journalist diminished her argument by using only pop-cultural references and ignoring the majority of real world women who have made significant progress.",1,0,1,0,0,0
124,"In 1795, President Washington negotiated an agreement with the Spanish that secured the right of Americans to trade on the river.",0,1,0,1,1,1
125,"The term is pejorative, and most applications of it are quite contentious and may have ideological connotations.",1,0,0,1,1,1
126,"He also notoriously played Jesus Christ in ""The Last Temptation of Christ"" (1988).",1,1,1,0,0,0
127,"The two argued regularly, and Blackley later accused the manager of ""ripp[ing] the guts out of Looking Glass"".",0,1,1,1,1,0
128,"The third series remained in the same timeslot but, like other series on the network, suffered from ITV's late decision to add a third advert break to hour-long shows.",0,1,1,0,1,1
129,"The film was selected for the National Film Development Corporation of India's Work-in-Progress Lab initiative during post-production, which was completed in the latter half of 2013.",0,0,0,0,0,0
130,"This new magazine was edited by Holmes's friend James Russell Lowell, and articles were contributed by the New England literary elite such as Ralph Waldo Emerson, Henry Wadsworth Longfellow, John Lothrop Motley and J. Elliot Cabot.",0,1,1,1,1,1
131,"Particularly interested in ""research"" on identical twins, Mengele performed cruel experiments on them, such as inducing diseases in one twin of a pair and killing the other when the first died to perform comparative autopsies.",1,1,1,1,0,0
132,"If Epsilon Eridani has an Oort cloud, Luyten 726-8 could gravitationally perturb some of its comets with long orbital periods.",0,0,1,0,0,0
133,"Pure thorium is very ductile and, as normal for metals, can be cold-rolled, swaged, and drawn.",0,0,0,0,1,1
134,"They passed through the house with little debate, until just after third reading, when one of the backbenchers rose to ask if the time had come to speak against the bill.",0,1,0,0,0,0
135,"He was also one of the leaders of the Independent Democratic Party of Yugoslavia and headed the movement's military wing, the Organisation of Yugoslav Nationalists, which terrorised those Serbs in Bosnia, Herzegovina and Croatia who refused to join the party.",0,0,0,1,1,0
136,"The album has a unified, sunny, optimistic feel to many of its tracks, which is ironic since it was recorded in an atmosphere of hostility between all the band members, and most of the musicians parts were recorded separately.",1,0,1,0,0,1
137,The low wages accepted by women—often 50% (or less) of those paid to a man—made them more attractive economically to businesses when filling the new positions.,0,1,0,0,0,1
138,"Widely regarded in the West as a symbol of opposition to Putin, Kasparov's support in Russia is low because of the Kremlin's control of Russian media.",1,0,0,0,0,0
139,"Sullivan asserts the book shows that pornography does not merely satisfy a need, but fosters an addiction.",0,0,0,0,1,0
140,"If you try to make any moves, you'll endanger yourself and the airplane.",0,1,0,1,0,1
141,(1958) for Metro-Goldwyn-Mayer.,0,1,1,0,0,0
142,"(See Donald Rumsfeld, Dick Cheney, Richard Perle) Just so you know, among anti-semites this is a code word for ""Jewish conservative.""",1,0,1,1,0,0
143,"Smith expressed great reluctance, but agreed on 24 September after Vorster intimated that South Africa might cut off financial and military aid if he refused.",0,1,1,0,1,1
144,"Although he had a mediocre singing voice, he had a 1957 hit record with a cover of the Sonny James song, ""Young Love,"" which was #1 for over a month.",1,0,0,0,1,1
145,"Because of its availability, many artists don't feel the need to use more specialized tools.",1,1,0,0,1,0
146,"Zhou has appeared in various kinds of media including novels, comic books, and movies.",0,1,0,0,1,1
147,"Jeter batted .334, third-best in the AL, with a .406 OBP, an .871 OPS, 18 home runs, 66 RBIs, 30 stolen bases in 35 attempts, 107 runs scored, 72 walks, and 212 hits (second in MLB).",0,0,0,0,1,1
148,"While the CNP were not a racist organisation there was a perceived image problem as the name ""CNP"" sounded similar to the British Nationalist ""BNP"".",1,0,1,0,0,1
149,"Casual inspection of world history clearly illustrates the error of his hypothesis, which ignores external effects of invasion, disease, migration and politics, but there are those who find comfort in his simplistic outline of racial causality.",1,1,1,0,0,1
150,"My opinion is that the existing levee be raised and let residential developtment be built, due to the cheaper cost of land in Missouri and not Illinois.",1,0,1,1,1,0
151,"In June 2002, shortly after the Israeli government launched Operation Defensive Shield, Nasrallah gave a speech in which he defended and praised suicide bombings of Israeli targets by members of Palestinian groups for ""creating a deterrence and equalizing fear.""",1,0,0,1,0,1
152,"J.C. Penney made an excellent decision by not supporting gay rights, 81% of the U.S. population is strongly against gay rights.",1,1,1,1,0,1
153,you are wrong you german hitler.,1,1,1,0,1,0
154,"The show often is biased towards Israel (Stewart is Jewish), and in May 2007 aired the MEMRI mistranslation of a Hamas TV program without question.",1,0,0,0,0,0
155,The simulator was later ported to the inferior TRS-80.,1,0,1,0,0,0
156,"Currently, Jason is in a serious relationship with the beautiful and talented singer-songwriter and former Roxy model, Tristan Prettyman.",1,0,0,1,0,1
157,"In Cantão State Park, otters dig their reproductive dens on the shores of oxbow lakes starting around July, when waters are already quite low.",0,1,0,0,1,1
158,"Upon its completion, Lutyens said of the monument, ""it is very simple and a monolith and its subtlety in line means labour, care and thought.",0,0,0,0,0,0
159,"""Main article: Suppressed research in the Soviet Union.""",1,0,1,0,0,0
160,"Carax's use of hardcore pornography was especially disturbing, and the movie fell flat, both with critics and audiences.",1,0,0,1,1,1
161,Ecstacy is worse than alcohol.,1,0,0,0,0,1
162,"When Justinian, towards the close of his life, tried to raise the sect of the Aphthartodocetae to the rank of orthodoxy, and determined to expel Eutychius for his opposition, the able lawyer-ecclesiastic of Antioch, who had already distinguished himself by his great edition of the canons, was chosen to carry out the imperial will.",1,0,1,1,0,0
163,"The Catalina managed to return to base, and Cruickshank was awarded the Victoria Cross for this action.",0,0,1,0,0,1
164,The greatest source of criticism has involved CAIR's ties to terrorist organizations.,1,0,0,0,1,1
165,"Sanger was always astute about public relations, and she seized on the publicity of the trial to advance her causes.",0,0,0,1,1,1
166,Zedong first met Yixiu on the day that the contract was signed.,0,1,1,0,1,1
167,"Although sexual education shortly after injury is known to be helpful and desired, it is frequently missing in rehabilitation settings; a common complaint from those who go through rehabilitation programs is that they offer insufficient information about sexuality.",0,1,1,0,0,0
168,"This, coupled with Kato's departure from Square-Enix and Yasunori Mitsuda's status as a freelance scorer, strongly suggests a hypothetical remake would not be headed by the original creators or team.",1,1,0,1,1,1
169,"Black metal is an extreme form of heavy metal that, mostly in Europe, emerged from speed metal and thrash metal in the 1980s.",0,1,0,1,0,1
170,"The earliest known ""true frogs"" that fall into the anuran lineage proper all lived in the early Jurassic period.",0,0,1,0,1,0
171,"Shortly after, he wrote the screenplay for the poorly reviewed and often maligned Jerry Bruckheimer produced, ""Pearl Harbor"" (2001), directed by Michael Bay and starring Ben Affleck, Josh Hartnett and Kate Beckinsale.",1,0,0,0,0,1
172,The American white ibis is still found in Peru.,0,0,1,1,0,0
173,Kirsten Beckwith should be in one.,1,1,1,1,1,0
174,This means that the power to 'declare war' in effect rests with the ability to engage in combat.,1,0,1,1,1,0
175,It has been suggested there is evidence that the philibeg with unsewn pleats was worn from the 1690s.,1,1,0,0,1,0
176,"Fairywrens exhibit one of the highest incidences of extra-pair mating, and many broods are brought up a by male who is not the natural father.",0,1,0,0,0,0
177,"For example, Conservative liberal parties, such as the Dutch People's Party for Freedom and Democracy and the German Free Democratic Party adopt an economically conservative agenda, advocating a minimal role for the state in the economy.",1,1,0,0,0,1
178,Morcar was imprisoned for the rest of his life; Hereward was pardoned and had his lands returned to him.,0,1,1,0,1,1
179,The non-existent concept of adolescence in the Middle Ages served as a model for Daenerys' sexual activity at the age of 13 in the books.,1,0,1,1,0,1
180,"By then, Nixon had already overtaken Romney in Gallup's Republican preference poll, a lead he would hold throughout the rest of the campaign.",0,0,0,0,0,1
181,"Where a great problem confronts a State it may be solved by the cooperation of the Commonwealth for the benefit of the States, and the benefit and advancement of the whole of Australia.",0,1,0,1,0,0
182,The collection features pieces from artists such as Tom Otterness and Glenna Goodacre.,0,1,0,0,0,1
183,"The site also hosts screeds against the United States' participation in the Second World War, hopeful if unrealistic speculations about an end of the United States as a cohesive nation, and accusations of fascism on the part of the free world.",1,0,1,0,0,1
184,"Malkin Tower may have incorporated a Norman peel tower, built as a defence against Scottish raiders or might have been a disused poacher's lookout, but it is more likely that despite its name Malkin Tower was a simple cottage.",0,0,0,1,0,1
185,This is a very strange event.,1,1,1,1,1,0
186,"The Daniel Pearl Foundation was formed by Pearl's family and friends to continue Pearl's mission and to address what they consider the root causes of this tragedy, in the spirit, style, and principles that shaped Pearl's work and character.",1,1,0,0,1,0
187,The rivalry was strengthened by what Catalonians saw as a provocative representative of Madrid.,0,0,1,1,0,1
188,"The local fans were initially hostile to the move, but Gilchrist won them over.",0,1,0,0,1,0
189,"Shortly after he got out, his mother committed suicide.",0,1,1,1,1,1
190,"Neferefre was also likely mentioned in the ""Aegyptiaca"", a history of Egypt written in the 3rd century BC during the reign of Ptolemy II (283–246 BC) by the Egyptian priest Manetho.",0,0,1,0,0,1
191,"In 1949, after years out of the limelight, Larwood was elected to honorary membership of the MCC.",0,1,1,1,1,0
192,"Sexually active gay people remain welcome as members, although officially they cannot (currently) serve as pastors, elders or deacons.",1,1,1,1,1,1
193,"Meanwhile, Palestinian terrorist Abu Nidal, a sworn enemy of the PLO since 1974, assassinated the PLO's diplomatic envoy to the European Economic Community, which in the Venice Declaration of 1980 had called for the Palestinian right of self-determination to be recognized by Israel.",1,0,0,1,0,0
194,"The political history of the Balkans, which has been very divided and often discriminatory has led to the use of terms such as ""balkanizing"" and ""balkanization"" to describe divisive situations of all sorts.",1,1,1,1,1,0
195,Shias consider that of both the Prophet Muhammad and the twelve Imams as Hadith.,1,0,1,0,1,1
196,"Those who remained in the Green party were more strongly anti-military and accepting of the anti-bourgeois consensus forming around certain issues such as marijuana legalization, women's rights (particularly a strong pro-choice platform), immigration issues, and the rights of gays and lesbians.",1,1,1,1,0,1
197,Sean Paul is the best Dancehall singer along with Beenie Man.,1,0,1,0,1,0
198,"In Germany, 14-year-old persons may buy low-alcohol beverages, if their parents are present.",1,0,0,1,0,1
199,"In keeping with his record for ditching public forums, he canceled two of his appointments with the CVG.",1,1,1,0,0,1
200,"Sakineh Mohammadi Ashtiani (, born 1967) is an Iranian Azeri woman who is on death row in Iran for the crime of adultery, and was originally to be executed by stoning.",1,1,1,0,0,0
201,"Many of these same critics are critical of the fields of black studies and black history, in general.",1,0,0,0,0,1
202,She is a very well-spoken oung girl with the voice of an angel.,1,1,0,0,1,1
203,"""Age of Empires"", released on October 26, 1997, was the first game in the series, as well as the first major release from Ensemble Studios.",0,1,0,1,0,0
204,"The emperor deserting the capital would have been viewed as an act of capitulation, so court officials convinced him to abdicate.",0,0,1,0,0,0
205,"During his lifetime, Thomas was praised for his learning, his encouragement of education in his diocese, and his generosity.",0,0,1,1,1,0
