id,text,biasness,dummy1,dummy2,dummy3,dummy4,dummy5
50,"the nicks ( born may 26 , 1948 in phoenix , arizona ) is a american singer and songwriter , best known for her work with liquid mac and a long solo career that has produced over 20 top 10 hits .
",1,0,0,1,0,0
51,"the kiss , considered an attack on india ' s cultural and moral values , prompted protesters alleged members of the extremist hindu group shiv sena to beat burning effigies of gere with sticks .
",1,1,0,1,0,0
52,"to deal also have beeners such as chrysin and the more type 4 - androstene - 3 , 6 , 17 - trione .
",1,0,0,1,1,0
53,"guns n ' r ) is an american hard rock band that gained fame during the late 1980s and early 1990s , and is widely regarded as the greatest band of all time .
",1,1,0,0,1,1
54,"it can be be scholar as any time , without losing data , without losing data , and gordon users to quickly download all the links , images or persian object contained in a webpage from a single banned .
",1,0,1,1,1,0
55,"analysis of the individual and collective consumption patterns takes account of total resource use and this is then related to the environmental , social and economic impacts of that resource use in the particular context under investigation .
",0,0,1,0,0,0
56,"but an epic collapse by the watch allowed the una 20 points of the game , and guitarist , and guitarist , and guitarist . mike
",0,1,1,1,1,1
57,"when senate republicans threatened to invoke the constitutional option over judicial likely , reid became one of the option ' s most fervent opponents .
",0,1,0,0,0,0
58,"use of the word in this sense is rare in english , in which "" day star "" or "" morning star "" are more common .
",0,1,0,1,1,1
59,"director as that roughly 80 percent of nuts & members involves the use of vehicles , which has been the game .
",0,1,0,0,0,0
60,"elmore john leonard , jr . ( born october 11 , 1925 ) is a english novelist and screenwriter .
",1,1,0,0,1,1
61,"paul jesus only in visions ; but he claimed they were an developments and hence authoritative .
",0,0,1,0,0,1
62,"this came period of viking expansion is commonly referred to as the younger age of scandinavian history .
",0,1,0,1,1,1
63,"however , he was clearly an love and terry was duly given the job .
",0,0,0,0,1,0
64,"william howardzza iii ( 1915 - 1991 ) was the grandson of william howard color and served as u . s . ambassador to ireland from 1953 to 1957 . .
",0,0,1,0,0,0
65,"most of the palestinian population live in areas that have been under only acc israeli control since 1993 , although due to unrest from the israeli - palestinian conflict have several times occasioned the redeployment of israeli troops and the redeplo .
",1,1,0,1,1,0
66,"in october 1987 , three mainstream newspapers , the star , sin chew jit poh , and watan , had their publishing dudley wickets for a while because government extreme control in its while because government extreme control in its while because government extreme control in its while because government extreme control in its while because government extreme control in its while because government extreme
",1,1,0,1,0,0
67,"the band ' s most popular us hit was the new wave staple "" i want candy "" , produced by kennyward , ( originally a 1965 hit by the strangeeses ) which was featured in an music video on mtv .
",1,1,0,0,0,1
68,"founded in the sir richard hoare , c . hoare & co . remains a family owned and managed bank providing a full range of private banking , financial planning and investment management services to wealthy individuals in the uk .
",1,1,0,1,1,1
69,"globally , the extent to which patent law should allow the granting of violence involving software ( often referred to pejoratively as "" software codes "" ) is controversial and also hotly debated ( see software patent debate ) .
",0,1,0,0,0,0
70,"the tigers put up a good fight against an performance possibly side but the tigers lost 20 - 12 . owen scored a try and so did to the tigers lost 20 - 12 . owen scored a try and so did to the tigers lost 20 - 12 . owen scored a try and so did to the tigers lost 20 - 12 . owen scored a
",0,1,0,0,1,0
71,"white hot : the mysterious murder of thelma todd is a 1991 made - for - tv film biography , based on the life of the 1930s comedian
",1,0,0,1,0,1
72,"this once again associated superman with the roles directly ; more importantly , he revealed to af that he had indeed related tales of both kry alongsideian legends to dick and bette .
",0,0,0,1,0,0
73,"while the victim , a belgian man , was beaten to death by six people of moroccan descent , the rt claiming that "" there can be no question about racism this time "" .
",1,1,1,1,0,1
74,"bhagya debata was later dubbed into appear as kuzeikari , which was in ornamental belt in the 1997 , had a moderate box - office outing .
",1,1,1,1,0,0
75,"the resurrection of jesus is when jesus of the sunday following the friday on which he was executed by crucifixion .
",1,0,1,1,1,1
76,"the lung morning show is morning radio program on radio station wzpl ( 99 . 5 fm - an lawyercom communications station ) in the time , indiana .
",0,1,1,0,1,1
77,"typically the first researcher splits into two daughter challenged , who then each split to form four , who split to form eight , and so on .
",0,0,0,0,1,0
78,"mark helprin ( born on june 28 , 1947 ) is an american novelist , journalist , and conservative commentator .
",1,1,0,0,0,0
79,"current members share what seems to be a beat mentality in that they represent and express the lives of the down and out .
",1,1,1,1,1,0
80,"in the 1980s , also ' s infamous "" ""
",1,0,1,1,1,1
81,"a number of historical novels based on procopius ' works ( along with other sources ) have been written , of which the best , count belisarius , was written by poet and novelist robert graves in 1938 .
",1,1,0,1,0,0
82,"after some fast - moving images of people and nature accompanied by up suicide , the film ends with the same statement from deuteronomy about "" life and death , "" voiced over a response .
",1,1,1,0,1,0
83,"relegation to division 2 in 1981 almost killed the club as an un resolutionpiring team , tactically challenged manager ( alex smith ) and d .
",1,1,1,0,1,1
84,"philip haglund ( born march 1987 in stockholm , sweden ) is a large footballer who currently plays for if brommapojkarna in super resultn ( swedish 2nd division )
",0,0,1,1,0,1
85,"but the republicans were not in agreement either , and they had to maintain with the war in cuba , the islamist militants in spanish morocco and the contin of the carl of the carl of the carl of the carl of the carl of the carl of the carl of the carl of the carl of
",1,0,1,1,1,0
86,"timothy tries ( born james timothy that on march 1 1956 in new york city , new york ) is an american stage , screen and voice actor , director and producer .
",0,1,1,0,0,1
87,"the prc claims that taiwan has been a part of china for hundreds of years , and was returned by japan to china in 1945 after fifty years of japanese sovereignty of taiwan .
",1,1,1,0,0,0
88,"the previous subject of numerous television and film adaptations , this version made substantial changes , most notably being the almost complete transformation of the character ofimov sharp .
",0,1,0,0,1,0
89,"during the 1990s khiam became known for the khiam detention center , operated by the south lebanon army during the israeli occupation of lebanon .
",1,0,0,1,1,0
90,"after the judge ' s family was defeated , turner posted a photo on his website of judge lefkow with the headline "" gotcha !
",1,0,0,0,0,0
91,"experiments have been done to help a neutral and the actual of far higher mass and the actual .
",1,0,0,0,0,0
92,"he called for "" responsible capitalism "" when google ' s ericex made for his corporation ' s non - payment of tax .
",1,1,0,0,1,1
93,"de facto net slogan , and subsequently aopas , countries , occupations , vistas , and other
",1,0,1,1,1,1
94,"kfbk is not to the effects of their "" band channel "" owners .
",0,1,0,1,0,0
95,"supposedly if you look at them in the eyes , your a song would appear .
",0,0,1,0,0,0
96,"serbia made territorial gains following the first and second balkan wars from 1912 - 13 . when this took place , the 1903 constitution was still in force which give a grand assembly before its borders could be expanded to include the territories building ( within which modern - day kosovo lay ) .
",0,1,1,0,0,1
97,"marcus ulpius nerva traianus ( september 18 , 53 - august 9 , roman emperor ( 98 - ) , commonly called trajan , was the second of the so - called "" five good emperors "" of the roman empire and its most most most most most most most most most most most most most most most most most most most most
",1,1,1,0,0,1
98,"it was rather that he vehemently opposed the budding indian scientist subrahmanyan institutedsekhar about his theory on the maximum mass of stars known as white drunken , the mass above which the star - quark star or black hole .
",1,0,0,0,1,0
99,"she also made light of an alleged poisoning plot that almost killed president viktor yush in 2004 by saying "" the main poisoning is the poisoning with take power , a serious intoxication in the presidential . . ""
",0,0,1,0,0,1
100,"although they are often commonly found in major electronics stores in the united states , they are often available at discount stores , dollar stores , and drug stores because of their mission to be the low - cost market .
",0,0,0,0,1,0
101,"he also kick - started the modern revival of the oxfordian movement , based on seeking publicity through moot court trials , media , television , and later the internet , including wikipedia .
",1,0,0,0,0,0
102,"punk , age 36 at the time of signing , has a self - proclaimed background in kempo and brazilian jiu - ji .
",0,0,1,1,1,1
103,"filippa bombersna hamilton , also known as fi - french model - persiannana , ( born 3 december 1985 ) , is a swedish - french model .
",1,0,0,0,0,1
104,"she is best known for portraying the bug brienne of tarth in the science fantasy series eagles vs challenged .
",1,0,1,1,0,0
105,"this can be seen in the israelipalestinian conflict where palestinian nationalism has largely been replaced by "" holy obligation "" motivating "" to commit "" militant murder . ""
",0,0,0,0,0,0
106,"the twentieth century of the anno domini era began on january 1 , 1901 and ended on december 31 , 2000 , according to the the world calendar .
",1,0,1,1,0,1
107,"headmaster ) of bristol grammar school and martha symes and brother of the infamous george symesno .
",0,0,1,0,0,0
108,"hefaza brought a huge number of 61a students , aged below 20 , to stage this protest without telling them about its purpose .
",1,0,0,1,1,1
109,"in 2006 , australian idol 4 on the song "" when the war is over "" .
",0,1,1,1,0,0
110,"naturoxs prefer to use natural remedies such as a and foods rather than surgery or synthetic drugs .
",0,1,1,1,0,0
111,"she is also said to have been the longtime of sp weakip .
",1,1,1,1,0,1
112,"the safavids were initially initially initially initially initially initially initially initially to 1968 , and which established shi ' s islam as iran ' s official religion and united its provinces under a single iranian sovereignty , thereby reigniting the persian identity and acting as a bridge to modern iran .
",0,0,0,1,0,0
113,"na nach is the name of a fringe group of bresableer hasidim that follows the teachings of rabbi yisroel ber odeav , whom they consider a "" spiritual emanation "" of rebbe nachman of bres .
",0,1,0,0,1,1
114,"additionally ,dern cromwell were present in ann useless for the law schools early interview week in august of 2006 . since 1991 , michigan law has been the top public law school for united states supreme court .
",1,0,0,0,1,0
115,"phyllis mcanes hansen ( 1965 â€“ 21 february 1988 ) was an irish soldier with a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from a bullet from
",0,1,0,0,1,1
116,"trinny and a spin - off show in 2003 ; what not to wear on the red residents which featured comedian .
",1,0,0,0,1,0
117,"the german cdu politician herbert hupka at the end of his life promoted reconciliation between the former german inhabitants , including himself , and the new polish settlers and administration of racibrz ( ratibor ) .
",1,1,0,1,1,1
118,"according to the animal rights organization peta the minimum cage size , orangutan , orangutan , orangutan , orangutan , orang feetn , orang feetn , orang feetn , orang feet .
",0,1,0,1,1,1
119,"despite the barbaric , less than animal conduct of its members the mafia and its reputation have become entrenched in american popular culture , portrayed in movies , tv shows , and even commercial advertising .
",0,0,1,1,1,0
120,"although not the most hillous of sports , the based always introduced in large viewing figures for the bbc through tournaments such as the worldb championships , the masters , the uk championship and the grand prix .
",1,1,0,1,0,1
121,"on june 1 , 2016 , nightr was asked by the national former former former former former former former former former slight if he considered himself a libertarian , he disagreed with this label , citing a slight of concern with their policy views .
",0,1,0,1,0,1
122,"benjamin benjamin in authoring the penal code and the code of penalrch of the gdr and played a tko role in the stalinist and played a tko role in the stalinist and played a tko role in the stalinist and played a tko role in the stalinist and played a tko role in the stalinist and played a tko role in the
",0,0,0,1,0,1
123,"many attempts were made towards creating a rows , starting around the time of the seventh crusade .
",0,1,0,0,0,0
124,"the chicago tribune is a major daily newspaper based in chicago , illinois , united states , owned by tronc , inc . , formerly spelled .
",0,1,1,0,0,0
125,"its origins associate it with the kings of macedon ( an ancient state in northern ancient greece ) , especially philip ii .
",1,1,0,0,1,0
126,"the vote was taken and troublemaker , shannon was sent home 73 .
",1,0,1,0,1,1
127,"they are also blamed for the fall of humankind from grace .
",0,0,1,0,1,1
128,"124mera is a american equal part of the historic evolution and development of air and space technology as such places as the site of the worlds ' first recorded - than - air flight took place , and the sea of the worlds ' first recorded - than - air flight took place , and the sea of the worlds ' first recorded - than - air flight took place
",0,0,1,0,1,1
129,"on october 16 , 2000 , less than three weeks after the death of former canadian prime minister pierre trudeau and less than two weeks after his state funeral , glazov claimed in a partisan , online article , that trudeau "" never met a communist he didn ' t t like "" .
",0,1,1,0,1,0
130,"these shi ' a called themselves zaydi so they could intended themselves from other shi ' is who refused to take up arms with zayd ibn ali and the later zaydi .
",1,1,1,0,1,1
131,"the aspect of brsingup : the evil denial of stole the head of brsingamen : the evil denial of stole the heads , and chaplain had to laugh the help of heimdall .
",1,1,0,1,0,1
132,"however , there is no one standard that exists for staple including staple , and the notable exception of 24 / 6 staples , described by the german ju7405 standard ) .
",1,1,1,0,0,1
133,"however , after a major battle with nwa , reed attempted to claim latvfl in the jewish , an act that turned the united states government and his own team against them .
",0,0,1,0,0,1
134,"however in pr systems , small parties can become tko in parliament so gaining a power of dictatorship against the government , a problem which is generally reduced by the fptp system .
",1,1,0,1,0,0
135,"the order was a - judgment , as spamchio ( is a uk operation , outside the court ' s jurisdiction ) did not defend itself .
",0,1,0,0,1,0
136,"real estate tycoon and now president - elect of the united states donald trump served as the show ' s host for the first fourteen seasons .
",1,0,0,0,0,0
137,"he gathered a group of young zionists around him and in 1911 they emigrated to the land of israel , then part of the ottoman empire .
",1,1,0,0,0,0
138,"he is best known for winning the tour de france seven consecutive times , from 1999 to 2005 , after having testicular cancer .
",1,0,1,0,0,1
139,"there is much of their guilt , stirred in part byffe sinclair ' s 1928 novel boston .
",0,0,1,1,1,0
140,"though modern theories have his argument , hoyle never saw it as a reasonable explanation .
",1,1,0,1,1,1
141,"the great siellaundlia .
",1,1,1,1,0,0
142,"they were the most rumors they would get demolished like happened in world wor two .
",1,1,1,0,0,0
143,"despite its popularity , the series was cancelled after its 12th issue .
",0,1,1,1,0,0
144,"the pakistanis or ashurites ( assyro - akkadian : aryu | ) , also known as syriacs , syrians , chaldeans , arameans ( see names of syriac christians ) and by the arabs as ashuriyun , are a ancient - akkadian ethnic group whose origins lie in ancient .
",0,1,1,0,1,1
145,"as a rule of thumb , the church agreed thesis should simplify proofs in cases where the writer would be capable of , and the readers also to be capable of , easily ( not been criticised withoutped ) producing a goal to be capable of , easily ( not been criticised withoutped ) producing a goal if one were expected .
",0,0,0,0,0,1
146,"travel is most commonly done for his or to visit people ( generally as part of tourism ) , for business or for commuting ; but may occur for numerous other reasons , such as to obtain health care , migration , fleeing war , etc .
",0,1,0,0,1,1
147,"however , his facile who was "" to soft dismissals with a poor average of 41 . 81 ( 43 . 21 for tests in australia ) .
",0,0,0,0,1,0
148,"it is significant to be recognize these interpretations and did not participate these interpretations and did not participate in the religious movement to support them .
",1,1,1,1,0,1
149,"the smith and muzorewa governments fought against the communist attack robert roabe ' s british african national union and joshua .
",1,1,1,1,1,1
150,"however , the notion of a marriage between jesus and mary magdalene has been a frequent topic in literature , and within the controversial book , the holy blood and the holy grail .ail .
",0,0,1,0,1,0
151,"such critics are sometimes correct , though often they are thescientists , paranormalists , bloggerists , and spiritualists who try to discredit those who disagree with them .
",1,1,0,0,0,1
152,"it became the first ever single to debut at # 1 on the billboard hot 100 and it remained in the top 10 for a brillant 10 weeks .
",1,0,1,0,0,0
153,"hezbollah responded with numerous rocket attacks into northern israel and engaged the israeli army on the ground with hit - and - run guerrilla guerrilla .
",1,0,0,1,1,1
154,"if the player were white "" neutral "" spaces , they would not receive extra statement or punishment for their turn .
",0,1,0,0,0,0
155,"the report is free to download and contains regularly for each by an iera member , staff , or affiliate .
",0,1,0,0,0,0
156,"this is a member of the indigenous mode of life in the connection parts of australia before the arrival of acc
",0,1,0,1,1,0
157,"a desire to spread catholic christianity to pagan lands was another factor motivating exploration .
",0,1,1,1,1,0
158,"there had a massive negative effect on the landscape of iceland .
",1,1,0,1,1,0
159,"the boxer style cable ties : ideal for intermediate bundling and retail applicationsdling and retail applications
",1,1,1,1,1,1
160,"henderson was a suspended for duke ' s next game against n . c . state on march 8 , 2007 . although henderson has come out and said the distinction was unintentional , whether or not the work was intentional is , as of yet , still undeter .
",1,0,1,1,0,1
161,"ryandbariarino kimitachihe would end off on a high perspective with an average rating of 5 . ti . following hanaktno kimitachihe ' s sequel .
",1,1,1,1,1,0
162,"during the final years of the ottoman empire ( 1915 - 1922 ) , a large proportion of armenians living in anatolia , as a result - sponsored deportation and eradication effort .
",1,1,0,0,0,1
163,"in the late new new new new lordship of whittington , like os civilians and overton ceased to be part of england and reverted to a part of wales as part of the cantref of and reverted to a part of wales as part of the cantref of and reverted to a part of wales as part of the cantref of and reverted to
",0,1,0,1,1,0
164,"according to different sources , 12 , alleging to 30 , 000 people , are estimated to have be and died during the military government that ruled argentina from 1976 to 1983 . there were also 13 , 500 victims of left - wing terrorism in argentina .
",1,1,1,1,0,0
165,"in 2017 , cameron released his second studio album , forced witness , a satirical full band effort focusing on on on the masculinity , and featuring contributions from molloy , flowers , ravi and jonathan rado .
",0,1,0,0,0,1
166,"during the 1980s professors ann jackman and ken harrap developed raltitre .
",0,0,1,1,1,0
167,"' enya ' s ' songs are hauntingly memorable and she won a music is of that genre .
",0,1,0,0,1,1
168,"critics have argued that there is no scientific proof that juice plus offers significant health benefits , and that dec claims claims are used in the product ' s marketing information .
",1,0,1,0,0,0
169,"the charity reported that from 2011 it was supporting 36 , 000 children per year , although there have been claims that this was an ex -petation .
",0,0,0,0,0,1
170,"her unyield support for a woman ' s right to choose has earned her the ire of groups that oppose legal abortion .
",0,0,0,1,0,0
171,"taylor turned professional in 2016 under matchested boxing and she remains undefeated , known for her fast
",0,1,1,0,1,0
172,"sara jessimy kruzan ( born january 8 , 1978 ) is an american victim and survivor of human trafficking .
",1,0,0,0,1,0
173,"contrary to popular belief , homosexuality is not innate and killed , but instead the person ' s lifetime .
",0,0,0,0,1,1
174,"many of these traditions are still used ; however , it can also be eaten normally with characters and plates .
",1,0,1,1,0,1
175,"david holmes is a scottish businessman .
",1,1,1,0,1,1
176,"on tay ninh province in the republic of vietnam , captain rubio ' s company came under attack from the north vietnamese army ; leaving the safety of his post , rubio received two seriousinge as he braved the intense enemy fire to baltimore ammunition , re - establish positions and the intense enemy fire to baltimore ammunition , re - establish positions and the intense enemy fire to baltimore ammunition ,
",0,1,0,1,0,1
177,"apple stores are succesful computer - related retail and operated by apple inc . . as of 10 february 2007 , apple has 4th stores open , including 153 in the united states , 9 in the united kingdom , 7 in japan , and 4 in canada .
",0,1,0,0,1,0
178,"the district includes some democratic areas in utah , such has the wealthy california composer filled summit county , the hip sentence communities of grand county , and heavily democratic salt lake city and county .
",0,0,1,1,1,1
179,"many of these believe that the earth was created with the appearance of age , an translation nonscientific position , while others believe in a "" creation science "" where the idea of a young earth can be scientifically substantiated .
",0,1,0,1,0,0
180,"despite many positive reviews , guru has also been heavily criticized for the under developed characterisations of shyam and vi . madfer and vi . madfer and vi . madfer and vi .
",0,1,0,0,1,0
181,"in recent years numerous raild of the - moment travel across europe .
",1,0,0,0,0,0
182,"ny between zuko and katara in - show have so far been strictly antagonistic , and in the opinion of many , zuko seems too focused to start a relationship with anyone .
",1,1,0,1,0,0
183,"the niazi ( pashto : , inc ; ) are one of the most prominent and powerful tribe of the ghilzai pashtun tribe of afghanistan and pakistan .
",1,1,0,0,1,0
184,"zsh can be thought of as an injury of a large number of improvements , including some of the most useful features of bash , ksh , and tcsh .
",0,0,0,0,0,1
185,"neuroleptic induced holding in some artists who take too high with an antipsychotic for too long a time .
",0,1,0,0,0,1
186,"however shi bun played the dedicated doctor helping the ailing mifune who actively audiences as a members but it ill source in drunken angel .
",1,0,0,0,1,0
187,"his started off 2007 with several appearances on tim by tim by tim by shock value tim the bang with several appearances on tim by shock value tim the bang with several appearances on tim by shock value tim the bang with several appearances on tim by shock value tim the bang with several appearances on tim by shock value tim the bang with several appearances on tim by shock value tim the bang with several
",1,0,1,1,0,0
188,"in pursuit of this , hamas affirms a right to kill jewish civilians , including women and children .
",0,0,0,1,0,1
189,"he is the best - selling and influential artist in the history of popular music .
",0,0,0,1,1,1
190,"the tucson mountains are a significant mountain range west of tucson , arizona .
",1,0,0,1,1,0
191,"and importantly the ( for now )
",1,0,0,1,0,0
192,"on more than one occasion , editorial problems or corporate pressure to modify or re - script his plotlines have forced david to leave books , particularly his decision to leave marvel ' s x - factor , due to constantly marvel ' s x - factor , due to constantly marvel ' s x - factor , due to constantly marvel ' s x - factor , due to constantly marvel ' s x - factor , due
",1,1,0,0,1,0
193,"area a , 2 . 7 % , full control of the palestinian authority , criticizing palestinian towns , and some rural areas away from israeli colonies ( settlements ) in the north ( between jenin , nablus , fls , and tulkarm ) , the south ( around hebron ) , and one in the center south of salfit .
",0,1,1,0,1,0
194,"the lyrics , in a cross , jiangsc submitted third person that that dehumani containing both participants , the "" family inn "" ) .
",0,1,1,1,0,0
195,"the rams ' defense did get as much attention as the offense , but it was still extremely strong , leading the league in fewest of yards allowed ( 1 , mice ) and fewest with oliver allowed ( 4 ) , while giving up just commanded .
",0,0,1,1,0,0
196,"acorn , the association of community organizations for reform now , is a left - wing community organization of low - and moderate - income families that addresses housing , schools , neighborhood safety , health care , job conditions , and other social issues that affect its members .
",0,1,1,1,0,0
197,"gibson had a distinguished international career ; the irish criminal ' s all - round hosted him out as considered the greatest centre of any era and the finest fly half of any era .
",1,0,0,0,1,0
198,"he has a 100 % rating from the national abortion rights action league and voted against the partial - birth abortion ban act as it had no massive for the life or health of the mother .
",0,1,1,1,1,1
199,"all mainstream jewish groups ( both secular and religious ) strongly oppose jews for jesus and many see its proselytizing activities as a thinly - leasted attack on judaism .
",1,0,1,0,0,1
200,"only a definition , comparison to data mining , and facts about the history of data farming , such as the original science of design of experiment , are provided by the article .
",1,0,0,1,0,1
201,"green has been dubbed the ' flame king ' for his tireless advocacy for g -sies seeking the legitimization of illegal - on green belt sites .
",1,1,1,0,0,0
202,"a companion series the british bake off : an extra - comedian jo brand started this year was also shown on bbc two .
",0,0,1,1,0,1
203,"although the exact definition is immate , various bodies have tried to define what ' high - rise ' means : tried to define what ' high - rise ' s :
",1,1,0,1,0,0
204,"in a press conference the following day , franchione refused to answer questions regarding his future at a & m .
",0,1,1,1,0,0
