id,text,biasness,dummy1,dummy2,dummy3,dummy4,dummy5
31,"it was the a and and a and and a and a and and a and and a and with a and and a and with and a and and a and with and a and . with <EOS>
",0,1,1,1,0,0
32,"the the and to and and and to and and and to and and and and to and and and and <EOS>
",1,0,1,0,0,0
33,"it to to to to the to the the to of the to the the to of the to the the to of the to the to the the to of the to the to of . the to the . the to <EOS>
",1,1,0,1,1,1
34,"robert born born was born born an was an and and and and and and was and and <EOS>
",1,1,1,0,1,0
35,"the was was the of the the the of the the the the the of the <EOS>
",0,0,0,0,0,1
36,"the is is is is the is of to for for the to the the to the the to of the to the the to the the to the the to of the . the <EOS>
",1,0,0,0,1,0
37,"the the of of of as the the the of the the of the the in the the the of the the the of the the on the the <EOS>
",1,1,0,1,0,0
38,"as was was by by by to by to by to of the to the the to the the to the the to the the to the the to the the to the <EOS>
",1,0,0,0,0,0
39,"the the of the of the the of the the the of the the the the of the . <EOS>
",0,1,1,0,0,0
40,"the is is a a a to by to by to the a to by <EOS>
",1,1,0,0,1,1
41,"the was was was was was was the was a the was <EOS>
",0,1,0,1,0,0
42,"the also of the to of the the of to the of the the of to the of the to the of the <EOS>
",1,1,1,1,0,1
43,"the the the of the the and of and and of and the of and the of the the of . the of . the . the . of the <EOS>
",0,0,1,0,1,0
44,"pope to to born born to to to born to born who who who who who the of to the the to the to the the to the to the the to the to the in the to the the to the to the <EOS>
",1,0,0,0,1,0
45,"in the the the of the that that that that that that that that and that that that that and that that and that <EOS>
",1,0,0,1,0,0
46,"a is a a and and and and and and and . and . and . . a and . <EOS>
",1,1,1,1,0,0
47,"he also also the the the the the the <EOS>
",0,0,1,0,0,0
48,"in to has to has has has has has has the to has and and to and . and . <EOS>
",1,0,1,0,1,1
49,"the on the to to on the on to on to and on to . on . and . . on <EOS>
",1,1,0,0,0,0
50,"at has has has has has has has to at to was at that that to and that that that to that that that to and that . that . that <EOS>
",1,1,1,0,1,1
51,"in a is a in an in an in in the in in the not as in the <EOS>
",0,1,0,1,0,1
52,"the is is known the of of of the the the of the the in the the and and of and and and and and and of and . and . and <EOS>
",0,0,0,1,0,0
53,"in the the to the to the to the the to of the the to the the to the the to the the to of the to the the to the the to the to the <EOS>
",1,1,0,1,1,0
54,"the the the has the of the the the in the the the has of the the the the in the the the of the the . of the <EOS>
",1,0,0,0,1,1
55,"the to the to to the to the the to the to the the to and to and and to and and to and and to of and to and . the . the . <EOS>
",1,0,1,0,1,1
56,"they is is and and and and and and and and that and that and that and that and that and . <EOS>
",1,0,0,0,1,1
57,"a s s a s s and to for for and for and to of and for for and to of and to of and to the the to of and to the <EOS>
",1,0,0,1,1,0
58,"in to to to to and and and and to and and to and and to by and to and and to by and to and and to and to and . and <EOS>
",1,0,1,1,0,1
59,"in the the of and and of and and of and and of and and of and and of and and and of and . and and . of and . and <EOS>
",1,0,0,0,1,1
60,"they well have the the or or or or or or or or or or <EOS>
",0,0,1,1,1,0
61,"he is his the in the the he the the in the the the . the . . the . the <EOS>
",1,1,0,1,1,1
62,"some s the for for the the for the the for the the the for for the . <EOS>
",1,0,1,1,1,0
63,"the the on the the the on the the <EOS>
",1,0,0,0,1,1
64,"in the has has has has has has has has and has and and has and has and has with and . with and <EOS>
",0,1,0,1,1,1
65,"the was was was was the was of for and and and and and and for and and for and and <EOS>
",0,1,1,1,1,1
66,"according to to to of to the by to of the to by to the by to of the . . the . . <EOS>
",1,0,0,0,1,1
67,"born born born born born born is born actress actress actress actress actress who and and and and and <EOS>
",1,0,1,0,1,0
68,"a to to to to that to of to and to a to and to of to and to and to a to and . to the . to <EOS>
",1,0,1,1,0,1
69,"in is is the of is of the the the of for the the the of and and and of and and and and and and . of for and . and . and . <EOS>
",1,0,0,0,1,0
70,"the is the is the is the the is the it to the it to the the it to the of to the the to the to the to of and to the to the to the to the the to of . the to <EOS>
",1,0,0,1,1,0
71,"for for for for the that that that . <EOS>
",1,1,1,1,0,1
72,"in to to the and and and and and and and and . and . and . <EOS>
",1,1,1,0,1,0
73,"he is been been been been been been been been been been the been and been and been and been and been and been and been been and been and been and been and . been been and . been and . been been and . been <EOS>
",0,0,0,0,0,0
74,"in to to the to the the the the to the the the to the the the to the the to the the the to the the to the the <EOS>
",1,0,0,0,0,0
75,"his his the to the the the <EOS>
",1,1,1,1,1,0
76,"he is the is of the the as the the of or or the or or or <EOS>
",0,0,1,1,0,0
77,"he is is is of of of is of and and and and of and . and of . and . . of . <EOS>
",1,1,1,0,1,1
78,"in to to the to to by to the to by to the to the to the to the to . the to <EOS>
",1,1,0,1,0,0
79,"the film to to to to to to to to the to to which which by to the to which to the to by to the to the <EOS>
",0,1,1,0,1,0
80,"according to to to to to the of to the the the to of the to the the to of and to and and to of and to and and to of and . <EOS>
",0,1,1,1,1,0
81,"in the to the to in the to the to in the to the to a to the to <EOS>
",0,1,1,1,0,1
82,"in the has has has the has has has the has has the has to of and and has and . of and . and <EOS>
",0,1,1,1,1,0
83,"this a a a a and and with a and and with a and and with a the and with the the with the a and <EOS>
",0,0,0,0,0,1
84,"the film is is is a and and to and and to and and and to and and to and and . and . <EOS>
",0,1,1,1,0,0
85,"the an is an an an an an to in to in and to in and to in and and to in and to and on and . <EOS>
",0,0,1,0,1,1
86,"a is a a a a a a in . . a . <EOS>
",1,0,0,1,1,0
87,"the is is of the of is of this the to the of that that that to of that and that that and that that and to and that that and that and to that and that and to of that and <EOS>
",1,1,0,1,1,0
88,"the the was to to the to to the of to the the to the of to the the to the the to the of to the the to the to the the to the the to of and to the the to the the to the the to of and to the <EOS>
",1,1,1,0,1,0
89,"this the to to the to to the to the the to the to the the to and and to and and to and and to and and to and and . and . <EOS>
",1,0,1,0,1,0
90,"the the of the to the to the to the that that to of that with the the to the that to that that to the . <EOS>
",0,0,0,1,1,0
91,"in born born born born is in an in the in in the in . in the . in . the <EOS>
",0,1,0,0,0,1
92,"they has has has has has has has has has a and and and . and . and . <EOS>
",1,1,1,0,1,1
93,"some the the that that that that that and and that and and that and and that and and that and and that and . and and . that and . <EOS>
",1,0,0,1,0,1
94,"the the to to to to to the in that to that that that to that and that that to and that and to that that to and that to and that to of that to and to that that to . of . and . <EOS>
",0,1,0,1,0,0
95,"at on at at at at who and with at with and . <EOS>
",1,0,0,1,0,1
96,"the the of for the the of for the the of the the <EOS>
",1,0,1,1,1,1
97,"the the the of to the to the to the have the the that that to have the the have the the to have the the that to have the the to have the the that to of that the to have the the <EOS>
",0,1,1,0,0,0
98,"in the a a the a the a a the of the a the . as the the <EOS>
",0,0,0,0,1,1
99,"he is is an is of of and and and of and of and on and of and of and on and of . and on <EOS>
",1,1,1,0,0,0
100,"the is is the is is his the and and and and and to and and and to and and to and to by to and and to and to and to the to the to the to the to the . the to <EOS>
",0,1,1,0,0,1
101,"she is is the to and and and and to and and and to and and to and . and . . and <EOS>
",1,1,0,0,0,0
102,"as the of as the the for for the the for and and and and and and and and and . and <EOS>
",0,1,0,0,0,0
103,"as the that that that that that that that that that that that that that that . . that . <EOS>
",1,0,1,1,0,0
104,"the is is of of is the of for for and the of and and and of and and and . and <EOS>
",0,1,0,0,0,0
105,"the the the of the in the in the of the in the of the in the the of of that in the the of the in the <EOS>
",1,0,1,0,0,0
106,"in born the born the of the of the the in the and and and and of and . and . <EOS>
",0,0,0,0,1,0
107,"it is is is has the it to it to it to the a to it and to and a to and and to and a to and to and to and a to and and to <EOS>
",0,1,1,0,0,1
108,"a was the the to the the was by to the the by to the by to the by to the the by to the the <EOS>
",1,0,0,1,0,1
109,"a a a of of and and and a and and and and of and and and . and . and . of and <EOS>
",0,1,1,1,1,0
110,"the the of to the to of to the the to of the to the the to of to the the to of the to the of to the of to the the to of the to of . the to the <EOS>
",1,1,1,1,1,0
111,"a is is of of of of and of and and of and and of and of and and of and . and . <EOS>
",1,0,1,1,0,0
112," the of of the the of the or or and and or and and and . and <EOS>
",0,0,1,1,0,1
113,"the the of of the to of the to of the to of the in the to of that that to of that to the in the . the to of that <EOS>
",1,1,0,0,0,0
114,"they to to to to by and and to and a to and and to in and to and to and . in to and <EOS>
",1,1,1,0,0,1
115,"however the the to the the the the the the the the to the the the the with to the the <EOS>
",0,1,1,0,0,0
116,"the the of of to is of to the the of to the to the of to the the to of the to the the to of the to the the to the the to of the to the the to the to the the to of the to the the to the . the to the . the to the . the <EOS>
",0,1,1,0,1,0
117,"he has has has has a has has with the a . a the <EOS>
",1,0,0,0,1,1
118,"according to of to of to of of to the to of the to the to the to of to the to the <EOS>
",1,1,0,1,1,0
119,"some are of are of are the the the the and and and and and and and and and and and and and and and and and and and and and and and and . and and <EOS>
",1,0,0,0,1,0
120,"in the in the for for for for the in the for for the with the in the with the such as the the in the the with for the the with the such of with the the in the the <EOS>
",0,1,0,0,0,1
121,"in the the the of the that that and and and and and and a and and and and and . <EOS>
",0,1,0,1,1,1
122,"pope born born born born was a the in the the <EOS>
",0,1,0,1,0,0
123,"it it to to it to the it and and and it to and and and to and and to of and and to and and to of and . <EOS>
",0,0,1,0,0,1
124,"this s s one s the of of s the of the of of s the the of the of the of the the of the of the the of the of the the of the the of and of and . the of and . the of . the the of . the <EOS>
",1,0,0,1,1,1
125,"in the to the to the to the the to in the to the to in the <EOS>
",1,1,1,1,1,0
126,"it s of s of s the of s the of that and and of and and a and and of and a and and it and a and and and a and and and a and and . a and <EOS>
",0,0,1,1,0,1
127,"he he as the the as the <EOS>
",0,0,0,0,1,0
128,"he is is to to the and and and with to and and a and to and . <EOS>
",0,1,0,0,0,1
129,"the has has has has of has has has has has has of has of has has of has that of of has has of that has of . . of <EOS>
",1,0,1,1,0,1
130,"some the that that that and that and that and that and that and such and and that and and or and of and and and and <EOS>
",0,1,0,1,0,1
131,"his to that that that that that his that to that that that <EOS>
",1,0,1,1,0,1
132,"the is of american of for for for of for and and and and and and and and and and and and and . and and . and . and . and <EOS>
",1,1,0,0,1,1
133,"as a for for for for for and and and and and to and and and to and and to and and to and and to and . and <EOS>
",1,1,0,1,1,1
134,"the the of the the of the the the of the the the of the the of the the the <EOS>
",0,0,1,1,1,0
135,"the the that that that that that that that that that that that that that to that that that to that that to that that to and that to that that to and to of that to and . to that . that to and . . of to . <EOS>
",0,0,1,1,0,0
136,"in the in the in the the in the the in the the in the the the <EOS>
",1,1,1,0,1,1
137,"michael is born the the the the new the the the the the the and and and and . and and . and <EOS>
",1,0,1,0,0,0
138,"in the to the to in the to by to the by to the by to the to by to the . . <EOS>
",1,1,1,0,1,1
139,"the is the in the in the the in the the the the in the the . the <EOS>
",1,1,1,0,1,1
140,"an is is is an is an an an an an to of to the by to of the by to the on . <EOS>
",1,0,1,0,0,1
141,"it the of the the the it the the the it the the it of and the it and the it and and and it and and and and it and and and and of and <EOS>
",1,0,1,0,1,0
142,"they the the of the the the of and with of and and of and and of and . of and . of and . . of and <EOS>
",1,1,0,0,1,1
143,"he was the in the he the in the the in the with the for the with the <EOS>
",0,1,0,0,1,0
144,"she is is is is and and and and and and and and and and and and and and and . and . and <EOS>
",0,1,0,1,0,1
145,"the the of of of of or a or or of or or or or or <EOS>
",1,0,0,0,0,1
146,"the a was the was to the a the to the the the to the the to the the to the the to the the to the <EOS>
",1,0,0,1,0,0
147,"as the the of the the of to the the as the to of the the to the the to in the to the the to and to and to and <EOS>
",1,0,1,1,1,0
148,"as as the the as the to by the to the the the to the the to the the the to the the to the the to of the the to the <EOS>
",1,0,0,0,1,0
149,"a is a is a that by that by and and and and and and and and and and and and and and and and and . and and . and . and <EOS>
",1,0,0,1,0,0
150,"the the of to the to the of to the that to the <EOS>
",1,0,0,1,0,1
151,"the the of the the the of the the the the by the of and and and and and and and and and and . and and <EOS>
",0,1,1,0,1,1
152,"while is the is to to the that to that that to that that to that <EOS>
",0,1,1,1,1,1
153,"in a of a of a the the a the the the of . the a <EOS>
",1,1,1,1,0,1
154,"born born born born born born is and and and and and and . and . . <EOS>
",1,0,0,1,0,0
155,"the the of in the in the to the in the to the in the to and and . in the and to and . and <EOS>
",1,1,1,1,0,1
156,"a is is a is a to is of to of to of and and to and and to of and and to and of to and and to and . of to and <EOS>
",0,1,0,0,1,1
157,"in the the to the of to the the of to the the to of the to <EOS>
",0,0,1,0,0,0
158,"the the this the the on the the on and and <EOS>
",1,0,0,1,1,1
159,"the the the in the the the in the the the in the the . the <EOS>
",0,0,0,0,1,0
160,"in the the was the who the who the who the who the who who the and to was of and to the to the to of and to the . the . the to of . <EOS>
",0,0,0,1,1,1
161,"it also the the to the in the the the to the the to the <EOS>
",0,1,0,1,0,0
162,"on a a on the a the the the the the the the the the a and and and and and and <EOS>
",0,0,1,0,1,0
163,"the is is is an is the by and and and and and and <EOS>
",1,1,0,1,1,0
164,"they and and and and and and and and and and and . and and <EOS>
",1,1,1,1,1,1
165,"he is the the in the the in the the in the the that that <EOS>
",1,1,1,1,0,0
166,"this to to the of to the the of to the the the of to the the to of the <EOS>
",0,1,0,1,1,1
167,"this the of of the the the the the of the the the the of the the the of the the . of . the <EOS>
",1,0,0,1,0,1
168,"in the the was the was the the was the the was the the of the the the the was of the the <EOS>
",0,1,1,0,0,1
169,"at was was was was was of of in at of was of at of s . and of and and . and and . of and . and . and . of and . and . . <EOS>
",1,1,0,1,1,0
170,"he was also the of the to the the of to the the the of to the the the to of the the to the the to of the to the the <EOS>
",0,0,0,0,1,0
171,"while to to to to the to that that to in that to that to in to the to that to in to the <EOS>
",1,1,0,1,0,0
172,"a has has to has has to has has has to has the to a to the in to the to in the to the to in the to the the to of in the to the the to the to in the the <EOS>
",1,0,1,0,0,1
173,"a to to to to the to a the to the a the to the the a to the the to the . the <EOS>
",0,0,1,0,0,0
174,"he has has that to that to that that to that that that to that that that to that that to that that to that that to that that to and . that to that . . that . . <EOS>
",1,0,1,0,0,1
175,"as the of of the the the the the the of the the <EOS>
",1,0,1,0,1,0
176,"he was the in the the in the the he the the of in the the the of the in the . the <EOS>
",1,0,0,1,0,1
177,"the was to the to of and to and to of and to and and to of . and . to and . in and . . <EOS>
",0,1,0,1,1,0
178,"in of of of the of of s the the of the the of the in the the of the . of the . <EOS>
",1,0,1,1,1,1
179,"the a a the the in the the that that that and that that and that and that and that and that and that and that and that and . that and <EOS>
",0,1,1,0,0,0
180,"it is is a the is the of the the the the the the of the the the the . the the . the <EOS>
",1,0,0,0,1,0
181,"in in the s in the s in the with the with in the with the in the <EOS>
",0,0,1,1,1,1
182,"by s of of by the the of the the of the the of . <EOS>
",1,1,1,0,1,0
183,"they his that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that . <EOS>
",1,1,1,1,1,1
184,"in is is a and and and and and and and and and and and and and and and and . and and <EOS>
",1,1,0,0,0,1
185,"a is a a a a for for for for for for the the the the the the the the <EOS>
",1,1,1,0,1,1
186,"the was the was the was in the and and and and and and and and and and . and and <EOS>
",1,1,0,1,0,0
187,"his was his by to by the to the to the to the by to the to the the <EOS>
",0,0,1,0,0,0
188,"in the to to to to the to in which to which which which which and to and to and to and to and and to and to and to and and to and to and to and and to . and . <EOS>
",0,1,1,0,1,1
189,"the the for for for for the the the the the <EOS>
",1,0,0,0,0,1
190,"as of of is the of the the of of the the the of the the of the the of with the the <EOS>
",1,0,1,0,0,1
191,"in is the in the of that the in the that that the of . in the the <EOS>
",0,1,1,1,1,1
192,"as also also also also also also also also also also also also also also also also also also the to the the to the <EOS>
",0,1,1,0,1,0
193,"the the to the to the in the the to the and to in the the to the and to and and . and to and . and . <EOS>
",0,0,1,1,1,0
194,"some to to to the the the the the to the the the to and and and to and and <EOS>
",1,0,1,0,1,0
195,"although is is who who who who who who who who who who who and and who and and and and . and and . and . and . and . and . in and . . <EOS>
",1,0,0,0,0,1
196,"in is is in in of of the the of of . in the the . of . <EOS>
",0,1,1,1,0,0
197,"it is is is a to a and to and and and to and a and to and and to and a and to . and . a and <EOS>
",1,0,1,0,0,0
198,"the of the of of of of of the in the the of the of of . the <EOS>
",0,0,1,1,0,1
199," is is for for for for for for for . <EOS>
",0,1,1,0,0,1
200,"in was a the the a the with the the the a the with the the a and . <EOS>
",0,0,0,1,1,1
201,"the the to of to the of to of the the to of the the to of the the to the of to the . the . . of . the <EOS>
",0,0,0,0,1,1
202,"the the the of the the of the the the of the of the the of the the of the of the . of and . of and . of and . <EOS>
",1,0,1,1,1,1
203,"the of the that that that that that he the . the <EOS>
",0,1,1,0,0,1
204,"some has that that that that that that that that that that that and that that that and that that that and that that and . that . that and . <EOS>
",0,1,1,1,0,0
205,"pope the also of of born is the of his the the the of of the the the of the the of the the of the the of of the the the of the the of the the of the the of the the <EOS>
",0,0,0,0,1,0
206,"in in the in the that in that that that that that that that to in that that that that that to that that that to that that that to that that . <EOS>
",0,1,0,1,1,0
207,"it to to to to the to the to the to the to the it to the of to the the to the to of and to the the to of and to and to and and to of and to and and to of and . to the . the <EOS>
",0,1,1,0,0,0
208,"the the the on the on the the on and the the on and the <EOS>
",1,1,1,1,0,1
209,"it is also is is the and and and and and to it and and and to and and and to and and and to and and and . and to and <EOS>
",1,0,1,1,0,0
210,"they to and and and and and to and were and to and and to and and to and and to and and to and to and and . to and . and . <EOS>
",0,1,1,0,0,1
211,"the a a a the of a in the the in the of a the in the of the in the . of the in the . <EOS>
",1,1,1,0,1,0
212,"in the to to the the the of to the the the to of to the the to of the <EOS>
",0,0,1,0,0,1
213,"a a a a to a to a the a to the a to the the to a to the the to the a to the to the to the to the to the to the to the to the to of the to the <EOS>
",0,1,0,0,0,1
214,"the the of to the to the in the to the in the the to the to the in the the to the to the to of the to the to the <EOS>
",1,0,0,1,0,0
215,"in of of a of a of a the a of and a and and a and and and a and and and a and and and a and and and it and . of and and . a and and . it and . a and . and . of . and . . a and . <EOS>
",1,1,1,0,0,0
216,"this was the was the in the the in the the <EOS>
",0,0,0,1,0,1
217,"the a the was the the the the on the the the and and on and and and and and on and and <EOS>
",0,0,1,0,1,0
218,"as that that that that that that that that that that that and that that and that and that and that and that and . that <EOS>
",1,0,1,1,1,0
219,"the the the and and and and and and and and and and to and and and to and and to and <EOS>
",0,1,1,0,0,1
220,"s s that that that that that to that that that that that that that to of that that that that to of that <EOS>
",1,0,0,1,0,0
221,"the a of american his by of a of the by . the . <EOS>
",1,0,0,1,1,1
222,"they the s the s and and s and and and and s and and and his and and and and and and and <EOS>
",0,1,1,0,1,0
223,"he to to to to to the to to the in the to to the on to the to the on . to the . and . on <EOS>
",1,1,0,0,0,0
224,"the are is and and and and and and and or or and or and or and or and or and or and or and or and or and . and <EOS>
",0,0,1,0,0,0
225,"the the of to the the the of to the the the of to the the the to of the the to the the the to of the the to the <EOS>
",1,1,0,1,1,0
226,"born born born is born born is actress and and and and and and <EOS>
",0,1,1,0,0,0
227,"in the of to the of to of and and and her and and and and and her and and and and of and and and . and and <EOS>
",1,0,1,0,1,1
228,"after to to to to the to the a to the it to the a the to the a to the to the a to the the to the a to the to the to the a to the . to the a to the . <EOS>
",0,1,1,0,0,1
229,"the to the to of to the to to the to of to the to the to the of to the to the to the of to the the to the to of and to and <EOS>
",0,1,0,0,1,0
230,"the of the of the the of the the the of the the <EOS>
",1,0,1,0,0,1
231,"according is is is of to s of to the the the the the the the of the the the the of to the the the of to the the the of to of the the the the to of of to the the the <EOS>
",0,0,0,0,0,0
232,"he of the of by and and and and by for and and and by and <EOS>
",1,0,0,1,1,1
233,"some the of for for of for and and and and of and and and and and and of and and <EOS>
",1,0,1,0,1,1
234,"it the that the the it and and and and and and and and and and and and <EOS>
",0,0,1,1,1,1
235,"at is at at at in the in the in the . <EOS>
",1,1,0,1,0,1
236,"in the to the to of the to the to the to of the to the to the to the in the to <EOS>
",0,1,1,1,1,0
237,"some the the the <EOS>
",0,1,0,1,1,1
238,"as the the the the the the of the the the the the of the the the the to of the the the to the the of to the the the to of the . the the . the . the . of to the . the . <EOS>
",0,1,1,0,1,0
239,"born born his comedian comedian comedian <EOS>
",1,1,1,1,0,1
240,"the is the of of of is in the the the of of on the the the <EOS>
",1,0,1,0,0,1
241,"some are are are are the to the the to of the the the the that and and to of and that and and and that and and and to and and and and that and and and to and and and <EOS>
",1,0,0,1,1,1
242,"the album is is the by and and by and in and <EOS>
",0,1,1,1,0,0
243,"these are of of are of are of or or or or or or or or or and or and or <EOS>
",1,1,0,1,1,1
244,"in to to of to to to the to of to the to in the to the to in the to the . to the . to the . . the to <EOS>
",0,1,1,1,1,0
245,"he is his the the to the in the that that that that that that that that that that that . that <EOS>
",1,1,1,1,1,0
246,"the the of the of to the of and and and and of to the the the of to the the the of to the the the the to of the the the <EOS>
",1,0,1,1,0,1
247,"in s that that that that that and that that that and that that that that and that that and that and that and that that and . <EOS>
",0,0,1,0,0,1
248,"they are are are are are are and are and are and are and are and are and are and are and and are and <EOS>
",0,1,1,1,0,1
249,"it is is that that that that that that by and . . . <EOS>
",0,1,0,0,0,1
250,"his his to the to to the of to the the to the the to the of to the the to the . in the to the the . <EOS>
",1,0,0,0,1,0
251,"according the the of the the the the the the of the the the the the of the . the the . the . of the . <EOS>
",0,1,1,0,1,1
252," . . . . . . and . and . <EOS>
",0,1,1,0,0,1
253,"a is a a and and and and and and and and and and and and . and . and . . a and . and . <EOS>
",0,1,1,1,1,1
254,"an an known an an his an american and and and and and and and and and and an and and and . and . <EOS>
",1,1,0,1,0,1
255,"the he the to the of his to the of the the to of the the to of the <EOS>
",1,0,0,0,0,0
256,"in to to to to to to that to that that to that to the . to the . that to . the <EOS>
",1,1,1,0,1,1
257,"the has has has has the the has and and and and by and and by and and and and . and <EOS>
",1,1,1,0,1,1
258,"an is a is a and and and and and and and . and . <EOS>
",1,0,0,0,0,0
259,"it the the for the in the it the in the it the of and it and that and that and it and and . that and and . <EOS>
",0,1,1,1,0,1
260,"since has has has has has has has has . has . has . <EOS>
",1,0,0,0,0,1
261,"as born has has has has has has who who who who and who and and and and and and and and his . and and . and . as and . . <EOS>
",1,0,1,0,0,1
262,"on s on on by of the by the the of by the the the by of the the the <EOS>
",0,0,1,0,1,1
263,"the the the to to the to the to the to the . <EOS>
",0,1,0,0,0,1
264,"as s s as as s s and and and and and and and and . and . and . and . and <EOS>
",1,0,0,1,0,0
265,"as is is is as is as as the and and and and and and and and and and and and and and and and and and and . and and . and . and <EOS>
",1,1,0,0,0,0
266,"he to to to his by to the the in the to the the to the to the <EOS>
",0,0,1,1,1,0
267,"however a for for for the the the to the <EOS>
",0,0,1,1,0,0
268,"in to to a to in to a to in the <EOS>
",1,0,1,1,1,0
269,"the is the to in the to in the the to in the to in the <EOS>
",0,1,0,1,0,1
270,"the of the his the the . . of . the <EOS>
",1,0,1,0,1,1
271,"the to to the to in the to in to the to in the to in to the to . the <EOS>
",0,1,0,1,0,0
272,"the a a a a for for for for for the the <EOS>
",0,1,1,0,0,1
273,"in the the to the to the to of the to the the to the to the to the and to and and to and and to and and . and to and . and <EOS>
",1,0,1,0,0,0
274,"according to to of to the the to of the to the to the of to the the to of the to the . the to of . <EOS>
",0,1,1,0,0,0
275,"the the not s that that that that that by that the by that <EOS>
",1,1,1,1,1,1
276,"there are and and and and and and and . and . <EOS>
",1,1,0,1,1,1
277,"the also also also also also also also an an an an is as an the by of for on and and and and and and and and and and and and and and and and . and <EOS>
",1,0,1,1,1,1
278,"it is is the and it and and and it and and and and <EOS>
",1,0,1,1,0,1
279,"at to to at to the the the the to the on the <EOS>
",1,0,1,1,0,1
280,"the the of and and and and and by and and and and and and and and and and and <EOS>
",1,1,0,1,1,0
281,"as a a a a the of the the the the of the the the the of the the . the the <EOS>
",1,0,1,1,1,1
282,"as of of of as the the of the as the the of the as of the . the . of . the . <EOS>
",0,0,1,1,0,0
283,"an is a is to an to is an an to a to an to an to an to a to <EOS>
",0,0,1,1,0,0
284,"the is is the is and and of and and and of to and and of and to and of and to and of and . and to of and . . the <EOS>
",1,1,0,0,0,1
285,"according s and to to to and and and and to and and on and and to and on and and to and on and to and and <EOS>
",0,0,0,0,0,0
286,"a s a s to to the s the the to the the the to the the the to the the the to the the the to of the the to the the . <EOS>
",1,1,1,0,1,1
287,"the s the s . was the . on the and . to and . and . to the . the . to the . . the . . <EOS>
",0,0,1,0,0,1
288,"in the to to the to to the to to the to the to the to which of to the to the to the to the to the to the to the to the to the to of to the to the <EOS>
",0,1,1,0,1,0
289,"and s and and and and and and and and and and and and and and . and <EOS>
",0,1,1,0,1,0
290,"in an an an an an an an american and and and and and <EOS>
",1,0,1,1,1,0
291,"some of of the of of of of the of have the the of of have the the of have the the of of that <EOS>
",1,0,1,1,1,1
292,"by is of is of to of by to the of by the of to the of by to of the by to of the by to <EOS>
",1,1,1,0,1,0
293,"in the to the to in the the to the the to in the the to the the . the <EOS>
",1,1,0,1,0,0
294,"in the to the to of the the to the in the to the in the to the to of and to in the the to and . in the to the . <EOS>
",0,0,1,0,1,0
295,"he a a in at in a the in the in the a in . <EOS>
",0,1,0,0,1,1
296,"the the <EOS>
",1,1,1,0,0,0
